7378	22
9353	8
908	9
4770	84
2299	64
5518	63
2357	59
4225	55
3150	13
535	91
9676	21
603	61
6915	16
5025	71
8619	25
9034	74
2236	25
5988	86
3432	28
8009	19
7505	65
2527	44
3908	95
2832	3
27	32
7904	93
2926	86
3797	5
6735	38
8557	95
1115	36
8965	83
8497	8
5834	96
8119	88
3301	79
5406	93
1674	47
7448	48
7928	43
8628	9
5838	59
7788	92
4378	61
8041	74
6661	42
6673	84
5395	52
8612	66
6977	72
817	75
6093	48
542	97
965	85
6650	98
1488	91
1030	91
9286	27
6943	48
3330	40
1244	91
4256	64
3786	18
3119	4
2132	40
74	93
1477	93
6286	78
3368	92
4915	55
670	20
3872	31
9832	50
4052	54
5179	55
8388	25
8826	70
4002	97
8853	60
9892	55
5304	17
4355	38
9323	26
3441	43
8579	63
3316	25
4884	28
174	24
3030	4
3906	64
9561	99
6867	44
6051	43
7826	38
5966	20
2050	73
8681	38
4985	11
4574	92
2115	81
5833	83
1004	27
8927	59
5308	45
4063	23
8330	2
5022	21
1566	93
8238	16
2990	81
1242	81
4987	97
5675	97
2997	64
3289	40
8554	19
556	56
6749	61
8553	1
3283	21
9027	68
5940	26
3932	29
9540	14
5840	63
9265	15
352	85
9899	35
2296	53
8665	97
367	23
3848	8
2993	83
1550	17
4283	49
1546	5
737	79
2201	41
2163	88
9780	99
8162	7
5905	66
20	96
5900	32
5176	32
6770	24
418	14
4798	14
9375	34
958	42
4274	92
4224	46
225	49
4019	20
7606	97
8566	25
4209	47
2212	64
5718	3
7116	23
160	98
1835	54
1973	94
6838	39
9947	13
6798	58
3776	87
5623	95
4109	87
1770	13
7370	93
6883	10
5570	75
9137	65
5777	32
4073	8
8690	29
1394	15
2037	86
7270	81
2286	5
8946	59
5831	2
8701	39
6831	46
4366	85
1359	98
8729	6
4300	65
3027	30
360	54
1243	47
4571	43
1995	18
7024	42
8098	34
6667	87
4016	52
8144	33
2791	67
2884	36
3097	48
1194	99
7683	46
8347	46
7283	83
4888	98
2873	95
1901	10
2429	77
6895	38
4130	74
3695	79
4118	55
6096	79
104	8
1801	98
6427	58
7640	28
9970	40
2207	57
1224	47
94	8
5878	24
599	25
2937	49
2605	61
3897	69
4062	53
9990	79
9408	24
9082	10
3898	88
419	95
1129	48
7002	33
7094	4
7914	54
5102	29
1920	23
1066	8
1231	48
6928	58
6229	9
6046	25
2654	87
5282	57
7680	92
2739	46
2070	62
7970	85
8942	8
2449	37
7616	31
4785	15
2975	3
1174	7
8300	64
2252	94
390	68
9129	39
1735	95
1754	81
9550	99
1272	77
7660	94
8650	83
8348	15
2805	7
8786	39
1701	15
1440	76
5122	28
7783	75
2825	99
8630	91
5043	78
2756	39
4380	83
9494	60
4885	66
6377	98
8800	66
5709	9
3762	51
4594	42
4801	42
5153	40
1300	61
3427	76
8715	88
6195	52
8739	45
2748	98
2405	93
5363	56
9307	48
1088	24
2887	69
8157	9
4971	96
8820	11
3040	62
5513	79
8678	69
2719	89
3729	24
952	71
1497	8
1998	69
7506	6
6204	47
8037	12
1736	68
1145	20
515	96
4728	71
5714	57
3442	24
6420	13
8259	89
3400	81
2676	29
8089	26
5140	77
8381	9
7142	63
7566	74
8088	94
8409	21
2586	45
3452	58
3543	43
3447	38
6598	68
9630	56
9381	91
117	10
2933	90
5074	38
764	68
8813	56
4735	17
2143	87
1818	81
3956	52
6860	37
3808	80
8242	34
597	17
2256	48
5070	64
2100	63
3781	83
1057	1
2278	86
6331	93
8880	78
5123	36
4204	30
5250	87
816	46
7939	82
491	85
5362	21
5985	99
7445	39
6951	65
3687	91
6537	10
1596	1
8559	25
2355	3
7782	32
8174	51
5467	41
9875	94
7498	86
2995	62
7286	60
5588	33
8363	58
2116	70
1179	74
9612	82
530	29
433	69
2009	98
2701	63
889	36
9247	69
2665	1
873	44
6113	79
9870	48
8596	96
2230	32
8386	86
406	27
9069	77
8724	69
9093	51
7166	40
7223	82
9812	60
772	80
7307	23
4973	99
3631	4
9030	25
5073	48
4729	29
9155	77
9420	69
9984	71
5522	14
4420	49
9095	97
950	24
6677	10
9302	57
4841	39
2485	77
1050	45
4539	98
7103	35
7187	49
1715	97
2764	97
69	81
7543	79
4580	40
3175	28
4185	11
9600	74
8116	18
7882	82
1386	13
2367	95
8518	90
3228	95
1266	90
4979	36
8512	3
9750	16
8184	87
2359	36
3617	54
8573	82
3866	78
3765	76
7623	3
9076	61
2794	83
2477	40
2065	10
1738	75
9445	22
9162	1
2942	23
7035	77
4639	48
9778	60
7748	3
4482	23
8961	8
4013	8
3137	4
3241	51
7428	54
7257	16
3656	20
250	9
1446	60
3764	53
7845	12
9102	19
7366	57
1782	90
8317	50
7822	28
6681	21
804	12
1190	84
4617	76
2945	36
1739	36
580	39
1040	21
9544	55
9448	89
5723	99
683	84
6909	66
3849	5
8893	4
263	11
6496	60
689	41
9145	32
9981	55
8396	85
2518	26
6227	54
4230	16
6050	39
3454	10
8745	68
8615	48
5717	40
3397	6
101	24
9640	46
5112	87
3177	36
701	69
1851	17
3952	51
9250	38
6492	3
8541	63
5636	29
6088	58
641	71
2778	54
3187	89
1494	75
2155	35
2808	22
3492	10
8360	73
1706	71
4017	52
2397	49
2061	69
3366	45
5995	17
4492	93
7334	29
4337	72
6882	65
3535	26
3381	12
8671	61
140	59
5276	77
634	34
5857	95
895	91
6916	27
4844	45
4701	80
7362	45
7850	7
2920	6
5967	51
1804	83
2262	33
7988	54
9349	14
4515	49
8187	62
8636	6
2159	11
119	94
1214	43
4169	62
1116	39
8970	14
8859	50
2239	89
5086	81
3747	44
4060	37
5205	63
3885	17
7620	81
8133	90
2054	75
9787	60
3691	67
342	31
7078	53
7643	85
3459	84
3160	79
3424	49
9354	40
9285	64
2192	77
5578	14
1204	56
8280	12
9922	18
887	23
6601	86
7199	19
5087	6
1953	16
3006	61
3799	86
5247	39
1557	80
6800	28
4479	26
7520	84
5401	65
3480	68
6653	57
9015	15
5649	1
9833	22
6090	55
3981	75
7402	24
7691	94
7300	89
9176	67
8228	91
6699	99
8195	71
227	96
4350	75
8160	91
5241	5
7799	98
1931	58
211	11
6810	17
7699	87
4907	57
3829	29
4104	35
9931	3
1175	86
9384	35
4114	52
1444	34
8994	27
5876	54
3178	37
103	34
8613	71
3322	80
231	49
6184	8
5012	82
4953	43
142	15
2587	86
495	24
8115	64
3195	82
1932	29
8883	90
9559	18
3681	44
5704	26
3496	13
2905	17
71	4
5382	49
3067	8
3858	27
3501	10
4265	21
733	18
3734	99
1919	91
1652	83
4375	18
7207	39
6664	62
4696	37
8536	39
1486	67
3434	7
1101	32
8527	95
2164	73
4472	11
6998	71
6702	47
6189	85
3759	81
7541	40
2963	46
6077	43
5956	53
1069	60
189	28
4289	16
6081	48
3060	46
7617	91
2036	31
1365	76
7085	75
5133	44
2622	84
4501	74
9917	97
8120	57
509	14
1253	18
784	70
9283	33
4032	74
4713	97
5269	81
4331	89
4641	37
4721	27
244	82
5169	89
9060	48
1445	95
993	41
6333	9
1923	4
6986	5
7721	69
5191	57
6760	69
4308	39
8837	61
8308	63
9925	33
1218	66
1206	58
6612	64
4790	2
7764	85
598	54
4000	34
8075	21
3725	42
41	3
8375	60
8200	72
4545	1
2362	73
6122	5
3668	68
5584	56
1691	66
9611	36
3918	49
1526	4
749	1
3426	56
9300	89
1555	10
8417	18
5186	28
5472	20
1046	79
1908	19
6445	40
2845	46
7800	20
3930	64
8691	35
8356	70
3111	43
833	55
3467	82
4596	4
8775	8
5936	35
8104	85
5270	88
2897	85
5017	65
6037	10
97	79
5976	97
7388	98
2752	94
2714	44
6959	25
1916	5
7420	39
7519	75
9404	92
6451	82
7622	81
6595	63
9716	75
5189	30
5869	75
2666	47
7679	54
4103	45
6622	38
9172	91
9573	38
522	61
6449	82
6256	23
3064	97
3487	5
9435	4
3731	51
4715	87
6994	36
7529	4
557	49
7215	17
8933	13
7064	17
2965	59
2697	49
1010	52
9200	62
8852	8
4503	5
6900	25
2651	39
9924	39
187	41
343	53
9886	90
9262	29
1905	31
4753	38
8735	85
2668	8
570	49
1280	62
4768	88
8806	19
3782	11
114	38
5321	55
2135	64
9647	53
9510	90
1072	54
331	72
2765	23
9628	42
4592	51
9153	93
6230	29
7664	64
1092	69
3883	7
5280	27
9372	31
5674	20
3877	31
9678	23
1362	38
3980	24
5790	23
674	71
1236	51
7907	12
3831	44
2068	65
839	44
3238	13
7670	18
8126	86
8667	15
7249	4
3955	31
6273	93
1427	29
5598	43
7915	78
6168	44
196	82
6858	37
5551	53
8618	23
6780	52
7329	33
1493	52
2274	39
2455	27
9399	42
8192	5
3091	81
4579	45
3198	55
9080	15
6332	51
6964	6
2114	93
3035	84
5991	76
9632	20
503	28
1756	90
7483	15
6703	6
861	89
4850	55
1636	41
7019	99
708	71
9217	69
3804	14
9304	72
5315	51
3899	9
4360	32
9596	88
8390	47
3838	79
270	9
324	64
8903	1
8450	91
8459	21
9939	80
8562	33
8742	51
3056	8
4277	28
773	64
6859	18
872	87
2512	70
1987	19
5628	91
6362	49
8953	25
8161	60
9551	53
2740	46
9148	85
1634	86
9566	16
3560	76
63	6
99	49
9383	59
8123	57
8248	79
5952	10
623	52
9777	12
9547	28
6688	36
2881	51
9556	80
1817	95
7	61
3991	4
2482	50
5945	9
8321	72
9885	18
5373	62
5605	75
1213	61
3051	45
2932	28
6464	65
1842	73
47	59
6658	49
1162	94
78	68
6641	85
9764	54
2572	39
2109	78
8770	89
73	2
5455	30
3315	5
809	9
8364	84
2761	91
9183	97
5569	73
808	43
2161	44
9013	24
7076	76
3431	55
1959	28
864	31
953	26
7345	68
2103	76
1844	49
2489	22
8043	50
2423	80
1028	65
5383	50
7776	83
5750	39
7574	56
6675	84
